score,at,content,app_name,appVersion,cleaned_content,sentiment
1,6/6/2025 11:35,"Pembayaran kalo war tiket tengah malem ribet bgt, pake e wallet gabisa, sudah isi kai pay juga gabisa, bahkan kaipay nya ga kepake samsek, bayar pake qr aja gabisa. lebih parah lagi skrg pada diabisin calo. kalo udh dapet tiket kdg gabisa reschedule kocak. coba deh kai ditindak lanjuti calo calo itu, dari orang dalam pasti haha",Access by KAI,6.12.1,"pembayaran kalau war tiket tengah malam ribet banget, pakai e wallet tidak bisa, sudah isi kai pay juga tidak bisa, bahkan kaipay nya tidak kepake samsek, bayar pakai qr saja tidak bisa. lebih parah lagi sekarang pada diabisin calo. kalau sudah dapat tiket kadang tidak bisa reschedule kocak. coba deh kai ditindak lanjuti calo calo itu, dari orang dalam pasti haha",negative
5,6/6/2025 10:58,mantap sangat membantu,Access by KAI,6.12.1,mantap sangat membantu,positive
5,6/6/2025 10:50,"mempermudah pemesanan tiket, trima kasih",Access by KAI,6.12.1,"mempermudah pemesanan tiket, terima kasih",positive
5,6/6/2025 10:39,terimakasih memudahkan dalam pesan kerate,Access by KAI,6.12.1,terimakasih memudahkan dalam pesan kerate,positive
5,6/6/2025 10:33,mantappp,Access by KAI,6.12.1,mantap,positive
2,6/6/2025 8:26,gagal mulu perbaiki,Access by KAI,6.12.1,gagal mulu perbaiki,negative
5,6/6/2025 7:46,lancar dan sukses,Access by KAI,6.12.1,lancar dan sukses,positive
1,6/6/2025 7:23,menu pembatalan tiket gk berguna mungkin ya tiap mau batalkan tiket gk bisa. tanya cs nya ga jelas,Access by KAI,6.12.1,menu pembatalan tiket tidak berguna mungkin ya tiap mau batalkan tiket tidak bisa. tanya cs nya tidak jelas,negative
5,6/6/2025 6:11,good,Access by KAI,6.12.1,bagus,positive
5,6/6/2025 5:50,mudah,Access by KAI,6.12.1,mudah,positive
5,6/6/2025 5:12,awalnya saya bingung TPI Alhamdulillah bisa juga,Access by KAI,6.12.1,awalnya saya bingung tapi alhamdulillah bisa juga,positive
1,6/6/2025 5:04,"ini yg bilang worth it itu di bayar kh, mau pesen tiket aja susah bgt mau buat profile. Lebih baik benerin dulu deh??",Access by KAI,6.12.1,"ini yang bilang worth itu itu di bayar kah, mau pesan tiket saja susah banget mau buat profile. lebih baik benerin dulu deh wajah dengan alis terangkat",negative
5,6/6/2025 4:53,nyaman dan tepat waktu,Access by KAI,6.12.1,nyaman dan tepat waktu,positive
5,6/6/2025 4:26,mantap,Access by KAI,6.12.1,mantap,positive
5,6/6/2025 4:19,sangat bagus,Access by KAI,6.12.1,sangat bagus,positive
5,6/6/2025 4:11,bagus sekali,Access by KAI,6.12.1,bagus sekali,positive
5,6/6/2025 4:04,layanan yg cepat dan praktis. Mohon kiranya KA bias disertakan no.kursi shgg para penumpang tdk berebut. trims,Access by KAI,6.12.1,layanan yang cepat dan praktis. mohon kiranya kak bias disertakan no.kursi shg para penumpang tidak berebut. terima kasih,positive
1,6/6/2025 3:52,masih ?1 karena ada bug yang bikin pilihan kursi gua mental dari gerbong 5 kurai 7D malah jadi gerbong 7 kursi 5C ??????,Access by KAI,6.12.1,masih bintang medium putih 1 karena ada bug yang bikin pilihan kursi gua mental dari gerbong 5 kurai 7d malah jadi gerbong 7 kursi 5c wajah bersungguh-sungguh wajah bersungguh-sungguh wajah bersungguh-sungguh,negative
1,6/6/2025 3:37,"Ini aplikasi nya mengecewakan banget ya. Di saat penting gini mau tiba2 keluar sendiri, Reschedule Jadwal Ga bisa katanya bisa di klik apapun ga aktif tombolnya, Trus Gimanalah ini sayang sekali KAI ini perusahaan BUMN terbesar tapi aplikasinya seperti ini mengecewakan sekali. Memang cuman 5000 tapi berapa orang yg complain byk jg itu. Tolonglah dibenahi karena aktivitas saya ga lepas dari Moda Transportasi ini!",Access by KAI,6.12.1,"ini aplikasi nya mengecewakan banget ya. di saat penting begini mau tiba-tiba keluar sendiri, reschedule jadwal tidak bisa katanya bisa di klik apapun tidak aktif tombolnya, terus gimanalah ini sayang sekali kai ini perusahaan bumn terbesar tapi aplikasinya seperti ini mengecewakan sekali. memang cuman 5000 tapi berapa orang yang complain banyak juga itu. tolonglah dibenahi karena aktivitas saya tidak lepas dari moda transportasi ini!",negative
2,6/6/2025 3:33,"kok gak bisa diupgrade member basic, gimana caranya buat pesan tiket kalau begini",Access by KAI,,"kok tidak bisa diupgrade member basic, bagaimana caranya buat pesan tiket kalau begini",negative
5,6/6/2025 2:48,Bermanfaat,Access by KAI,6.12.1,bermanfaat,positive
1,6/6/2025 1:57,"mengecewakan, aplikasi sekarang tidak bisa batalkan tiket,dan merubah jadwal dari aplikasi. di persulit. KAI palembang lampung bengkulu kembalikan seperti lama aplikasinya. padahal yang lama sudah bagus, bisa semua lewat aplikasi.",Access by KAI,6.12.1,"mengecewakan, aplikasi sekarang tidak bisa batalkan tiket,dan merubah jadwal dari aplikasi. di persulit. kai palembang lampung bengkulu kembalikan seperti lama aplikasinya. padahal yang lama sudah bagus, bisa semua lewat aplikasi.",negative
1,6/5/2025 22:34,"saya sudah pesan tiket kereta ke tujuan kampung halaman saya dari tempat kerja, saya sudah cek dengan benar bahwa tujuan pemberangkatan saya dari tempat kerja ke kampung halaman tapi saat ke stasiun KAI saya mau nunjukin e boarding pas, malah tiba tiba berubah tujuan tempat saya malah tujuan lokasi nya dari kampung halaman saya ke tempat kerja saya jadi kebalik, pas mau di rescudule ke loket kereta tiket nya habis saya sudah jelaskan itu bug dari apl tapi itu sudah diluar tanggung jawab mereka",Access by KAI,6.12.1,"saya sudah pesan tiket kereta ke tujuan kampung halaman saya dari tempat kerja, saya sudah cek dengan benar bahwa tujuan pemberangkatan saya dari tempat kerja ke kampung halaman tapi saat ke stasiun kai saya mau nunjukin e boarding pas, malah tiba tiba berubah tujuan tempat saya malah tujuan lokasi nya dari kampung halaman saya ke tempat kerja saya jadi kebalik, pas mau di rescudule ke loket kereta tiket nya habis saya sudah jelaskan itu bug dari aplikasi tapi itu sudah diluar tanggung jawab mereka",negative
3,6/5/2025 21:22,apk nya rada bikin bingung terus udh keluar saldo agak banyak cuma buat sekali berangkat doang,Access by KAI,6.12.1,aplikasi nya rada bikin bingung terus sudah keluar saldo agak banyak cuma buat sekali berangkat doang,neutral
5,6/5/2025 15:30,baik,Access by KAI,6.12.1,baik,positive
5,6/5/2025 15:26,"proses na mudah bgt, skr jg bisa pilih bangku yg sesama perempuan.. semoga kedepan na tambah bagus lagi?",Access by KAI,6.12.1,"proses nya mudah banget, sekarang juga bisa pilih bangku yang sesama perempuan. semoga kedepan nya tambah bagus lagi berkilau",positive
5,6/5/2025 14:48,bagus maksimal,Access by KAI,6.12.1,bagus maksimal,positive
1,6/5/2025 13:22,mau upgrade basic gak bisa eror terus,Access by KAI,,mau upgrade basic tidak bisa error terus,negative
1,6/5/2025 13:16,"sudah dibayar dan saldo berkurang, tetapi tidak mendapatkan tiket, sudah 2 kali",Access by KAI,6.12.1,"sudah dibayar dan saldo berkurang, tetapi tidak mendapatkan tiket, sudah 2 kali",negative
5,6/5/2025 13:10,mudah digunakan,Access by KAI,6.12.1,mudah digunakan,positive
5,6/5/2025 11:55,semua bisa simpel,Access by KAI,6.12.1,semua bisa simpel,positive
5,6/5/2025 11:25,OKE,Access by KAI,6.12.1,oke,positive
5,6/5/2025 11:04,asiiiik gampang pakainya,Access by KAI,6.12.1,asiiiik gampang pakainya,positive
5,6/5/2025 10:38,good,Access by KAI,6.12.1,bagus,positive
1,6/5/2025 10:24,BAD SERVICE,Access by KAI,6.12.1,bad service,negative
5,6/5/2025 10:02,sangat membantu,Access by KAI,6.12.1,sangat membantu,positive
5,6/5/2025 9:31,"masa bisa mesen cuman 4 doang.. yang anggota keluarganya lebih dari 4 jadi harus mesen 2 kali atau 2 hp.. ngga praktis,, apalagi kalo mau mesen kursi yang berdekatan..",Access by KAI,6.12.1,"masa bisa mesen cuman 4 doang. yang anggota keluarganya lebih dari 4 jadi harus mesen 2 kali atau 2 hp. tidak praktis, apalagi kalau mau mesen kursi yang berdekatan.",positive
4,6/5/2025 9:22,aplikasi sering ada pemeliharaan....jadi gk bisa dipakai....,Access by KAI,,aplikasi sering ada pemeliharaan.jadi tidak bisa dipakai.,positive
1,6/5/2025 9:19,"aplikasi nya jelek bangett banget, aku lupa pin mau bayar pake saldo kai , udahganti pin lewat email mau bayar tetep ga bisa, tiket masih tersedia udah ga bida di booking , capek bgt pake kai kesel tiap mau pesen",Access by KAI,,"aplikasi nya jelek banget banget, aku lupa pin mau bayar pakai saldo kai , udahganti pin lewat email mau bayar tetap tidak bisa, tiket masih tersedia sudah tidak bida di booking , capek banget pakai kai kesel tiap mau pesan",negative
5,6/5/2025 8:06,mantap,Access by KAI,6.12.1,mantap,positive
1,6/5/2025 7:34,"saya pelanggan setia PT KAI tadi saya ketinggalan kreta akhirnya beli tiket baru saya berharap ada kebijakan atau bantuan untuk pelanggan yg telat naik kereta nya jika membeli baru, sayang banget harus hangus begitu saja. semoga kedepannya ada bisa lebih baik lagi.",Access by KAI,6.12.1,"saya pelanggan setia pt kai tadi saya ketinggalan kreta akhirnya beli tiket baru saya berharap ada kebijakan atau bantuan untuk pelanggan yang telat naik kereta nya jika membeli baru, sayang banget harus hangus begitu saja. semoga kedepannya ada bisa lebih baik lagi.",negative
1,6/5/2025 7:26,pesan tiket gak bisa aplikasi ampas,Access by KAI,6.12.1,pesan tiket tidak bisa aplikasi ampas,negative
2,6/5/2025 7:04,Aplikasinya masig lemot bangett,Access by KAI,6.12.1,aplikasinya masig lemot banget,negative
1,6/5/2025 6:51,hanya beli tiket saja sulitnya minta ampun..suruh jadi member basic dulu tapi daftar cuma muter aja..data sudah lengkap dan benar tetep cuma loading.. sudah 4 hari nyoba gak bisa2,Access by KAI,6.12.1,hanya beli tiket saja sulitnya meminta ampun.suruh jadi member basic dulu tapi daftar cuma putar saja.data sudah lengkap dan benar tetap cuma loading. sudah 4 hari mencoba tidak bisa2,negative
1,6/5/2025 5:00,mau jd member basic susah. sudah dipenceg lanjutkan tapi gabisa bisa. mau tambah tiket dan pembatalan error terus.,Access by KAI,,mau jadi member basic susah. sudah dipenceg lanjutkan tapi tidak bisa bisa. mau tambah tiket dan pembatalan error terus.,negative
5,6/5/2025 3:06,jooss,Access by KAI,6.12.1,joos,positive
1,6/5/2025 2:57,kenapa fitur lupa password tidak bisa di gunakan untuk saat ini?,Access by KAI,,kenapa fitur lupa password tidak bisa di gunakan untuk saat ini?,negative
1,6/5/2025 2:54,"payah,proses pembatalan secepat kilat memang,potongan gak masuk akal padahal pembatalan gak sampe 30 menit(oke mungkin emang udah prosedur)..sudah gitu udah lebih dari 7 hari uang gak di balik2in,customer servis di wa juga yang jawab cman bot,alasan antrian2 mulu,gw wa setiap hari dalam antrian mulu,ujung2 di paksa suruh bales Y mau nunggu atau N nggak mau nunggu,puki lah.bukannya mempermudahkan malah mempersulit sih ini ,kek gak niat bener asli.",Access by KAI,6.12.1,"payah,proses pembatalan secepat kilat memang,potongan tidak masuk akal padahal pembatalan tidak sampai 30 menit(oke mungkin memang sudah prosedur).sudah begitu sudah lebih dari 7 hari uang tidak di balik2in,customer servis di wa juga yang jawab cuman bot,alasan antrian2 mulu,gue wa setiap hari dalam antrian mulu,ujung-ujung di paksa suruh balas ya mau menunggu atau dan tidak mau menunggu,puki lah.bukannya mempermudahkan malah mempersulit sih ini ,kayak tidak niat benar asli.",negative
1,6/5/2025 2:40,pelayanan resepsionis wanita penerima barcode di stasiun bandung kai lokal sangat tidak ramah dan tidak membantu. pengalaman naik kereta sangat buruk. aneh kenapa dia bisa lulus di rekrut.,Access by KAI,6.12.1,pelayanan resepsionis wanita penerima barcode di stasiun bandung kai lokal sangat tidak ramah dan tidak membantu. pengalaman naik kereta sangat buruk. aneh kenapa dia bisa lulus di rekrut.,negative
1,6/5/2025 2:26,bagus,Access by KAI,6.12.1,bagus,positive
1,6/5/2025 2:08,pelayanan CS sangat buruk... di WA & DM IG beberapa kali tidak direspon...,Access by KAI,6.12.1,pelayanan cs sangat buruk. di wa & dm ig beberapa kali tidak direspon.,negative
5,6/5/2025 1:59,Efisien,Access by KAI,6.12.1,efisien,positive
5,6/5/2025 1:44,bagus banget,Access by KAI,6.12.1,bagus banget,positive
5,6/5/2025 1:25,bagus,Access by KAI,6.12.1,bagus,positive
5,6/5/2025 1:19,bagus banget,Access by KAI,6.12.1,bagus banget,positive
5,6/5/2025 1:05,sangat baik dan mudah untuk acsess,Access by KAI,6.12.1,sangat baik dan mudah untuk acses,positive
1,6/5/2025 0:48,"Kadang apk sering time out pdahal koneksi bagus, dan saran untuk penggantian jadwal tiket untuk 25% terlalu besar menurut saya, mungkin kedepannya bisa diturunkan jadi 10% dari tiket, dan untuk pembatalan tiket untuk pengembalian dana kalau bisa dipercepat lagi menjadi 2-3 hari agar kalo pembatalan mendadak bisa cepat untuk dana pembatalan tersebut. ada lagi, niatnya book buat lihat ketersediaan kursi malah dibatasi 6x book dlm 1 hari, hadeh!!.",Access by KAI,6.12.1,"kadang aplikasi sering time out padahal koneksi bagus, dan saran untuk penggantian jadwal tiket untuk 25% terlalu besar menurut saya, mungkin kedepannya bisa diturunkan jadi 10% dari tiket, dan untuk pembatalan tiket untuk pengembalian dana kalau bisa dipercepat lagi menjadi 2-3 hari agar kalau pembatalan mendadak bisa cepat untuk dana pembatalan tersebut. ada lagi, niatnya book buat lihat ketersediaan kursi malah dibatasi 6x book dalam 1 hari, hadeh!.",negative
5,6/5/2025 0:45,ok,Access by KAI,6.12.1,ok,positive
1,6/5/2025 0:42,"jelekkkkkkkkkkk, Cs juga ga kerja slwrspn bgtttttt",Access by KAI,6.12.1,"jelek, cs juga tidak kerja slwrspn bgt",negative
5,6/5/2025 0:30,bagus,Access by KAI,6.12.1,bagus,positive
5,6/5/2025 0:20,ok mudah digunakan,Access by KAI,6.12.1,ok mudah digunakan,positive
1,6/4/2025 22:53,"kalau ada nilai -10 ,gw ksh nilai itu. aplikasi yg error penumpang yg repot. penumpang dikasih harapan palsu, tiket palsu sm aplikasi. Penumpang sdh dpt kode booking, dpt kursi, pas check in ktanya, tiket gk masuk.tiket Time out. Konyol.",Access by KAI,6.12.1,"kalau ada nilai -10 ,gue kasih nilai itu. aplikasi yang error penumpang yang repot. penumpang dikasih harapan palsu, tiket palsu sama aplikasi. penumpang sudah dapat kode booking, dapat kursi, pas check ini katanya, tiket tidak masuk.tiket time out. konyol.",negative
1,6/4/2025 22:23,buruk lemot najis,Access by KAI,6.12.1,buruk lemot najis,negative
5,6/4/2025 21:32,sangat mbantu,Access by KAI,6.12.1,sangat mbantu,positive
5,6/4/2025 17:06,sangat membantu sekali dalam pemesanan tiket,Access by KAI,6.12.1,sangat membantu sekali dalam pemesanan tiket,positive
5,6/4/2025 15:58,bagus,Access by KAI,6.12.1,bagus,positive
1,6/4/2025 15:35,aplikasi lemot sekaliii,Access by KAI,6.12.1,aplikasi lemot sekali,negative
5,6/4/2025 15:13,ok,Access by KAI,6.12.1,ok,positive
1,6/4/2025 14:58,"emang produk indonesia ini sampah, gak bisa login gak bisa booking... gak ada maintain sama sekali... wajar bumn merugi setiap saat",Access by KAI,6.12.1,"memang produk indonesia ini sampah, tidak bisa login tidak bisa booking. tidak ada maintain sama sekali. wajar bumn merugi setiap saat",negative
5,6/4/2025 14:58,Responn baguss bangett,Access by KAI,6.12.1,respon bagus banget,positive
5,6/4/2025 14:26,oke,Access by KAI,6.12.1,oke,positive
1,6/4/2025 14:21,"jadwal ngga disiplin.. jadwal telat dn G sesuai .. tolong disiplin waktu sampai nya. jgn banyak mogok² mulu. smpe telat kerjaan aja, njirr",Access by KAI,6.12.1,"jadwal tidak disiplin. jadwal telat dan tidak sesuai . tolong disiplin waktu sampai nya. jangan banyak mogok² mulu. sampai telat pekerjaan saja, anjir",negative
5,6/4/2025 14:04,terbaik,Access by KAI,6.12.1,terbaik,positive
5,6/4/2025 14:03,"Bagus sih menurut aku,cuma sayangnya ga bisa tarik /ga bisa transfer kalau di KAI pay nya ,coba aja di tambah fitur buat bisa transfer atau tarik tunai uang di KAI pay nya , pasti lengkap dan mantap??",Access by KAI,6.12.1,"bagus sih menurut aku,cuma sayangnya tidak bisa tarik /tidak bisa transfer kalau di kai pay nya ,coba saja di tambah fitur buat bisa transfer atau tarik tunai uang di kai pay nya , pasti lengkap dan mantap jempol ke atas",positive
5,6/4/2025 12:55,memudahkan dan bisa lebih mudah lagi,Access by KAI,,memudahkan dan bisa lebih mudah lagi,positive
5,6/4/2025 12:48,Mudah dalam pesan tiket dan proses bayarnya,Access by KAI,6.12.1,mudah dalam pesan tiket dan proses bayarnya,positive
2,6/4/2025 12:45,kalau ada pembayaran Via Dana saya kasih bintang 4,Access by KAI,6.12.1,kalau ada pembayaran via dana saya kasih bintang 4,negative
1,6/4/2025 12:38,"top up kaspro ga masuk masuk, sekalinya masuk saldo kepotong 2900, padahal katanya ga ada biaya tambahan apapun, saldo jadi ngendap gabisa refund, mending bayar pake qris",Access by KAI,6.12.1,"top up kaspro tidak masuk masuk, sekalinya masuk saldo kepotong 2900, padahal katanya tidak ada biaya tambahan apapun, saldo jadi ngendap tidak bisa refund, mending bayar pakai qris",negative
1,6/4/2025 11:55,ini aplikasi nya kok error trus ya pas mw msukin data pribadi tolong dong,Access by KAI,6.12.1,ini aplikasi nya kok error terus ya pas mau msukin data pribadi tolong dong,negative
5,6/4/2025 11:49,sangat jauh perbandingannya dgn yg dulu sangat memuaskan dan elegan untuk terus berinovasi Bravo KAI,Access by KAI,6.12.1,sangat jauh perbandingannya dengan yang dulu sangat memuaskan dan elegan untuk terus berinovasi bravo kai,positive
5,6/4/2025 10:57,good,Access by KAI,6.12.1,bagus,positive
1,6/4/2025 10:34,"Aplikasinya masih perlu banyak perbaikan. 1. Data NIK penumpang tidak terhubung ke server kependudukan, dan masih harus ketik nik manual, jadi akan sering terjadi salah input NIK. 2. Saat pembelian tiket, sering gagal save data penumpang. 3. Saat pilih tempat duduk, juga sering gagal load data tempat duduk. Contoh lah aplikasi market place, digital banking, kalau perlu pakai standard ISO 27001.",Access by KAI,6.12.1,"aplikasinya masih perlu banyak perbaikan. 1. data nik penumpang tidak terhubung ke server kependudukan, dan masih harus ketik nik manual, jadi akan sering terjadi salah input nik. 2. saat pembelian tiket, sering gagal save data penumpang. 3. saat pilih tempat duduk, juga sering gagal load data tempat duduk. contoh lah aplikasi market place, digital banking, kalau perlu pakai standard iso 27001.",negative
5,6/4/2025 9:26,ok,Access by KAI,6.12.1,ok,positive
2,6/4/2025 8:50,ko sekangan ga bisa daftar akun basic,Access by KAI,6.12.1,kok sekangan tidak bisa daftar akun basic,negative
1,6/4/2025 8:35,padahal udah beli tiket dan dapet tempat duduk tapi ada orang lain yang tiket dengen tempat duduk yang sama. tolong perbaiki masalah ini. thanks,Access by KAI,,padahal sudah beli tiket dan dapat tempat duduk tapi ada orang lain yang tiket dengen tempat duduk yang sama. tolong perbaiki masalah ini. thanks,negative
