score,at,content,app_name,appVersion,sentiment
1,6/5/2025 7:34,"saya pelanggan setia PT KAI tadi saya ketinggalan kreta akhirnya beli tiket baru saya berharap ada kebijakan atau bantuan untuk pelanggan yg telat naik kereta nya jika membeli baru, sayang banget harus hangus begitu saja. semoga kedepannya ada bisa lebih baik lagi.",Access by KAI,6.12.1,negative
1,6/5/2025 7:26,pesan tiket gak bisa aplikasi ampas,Access by KAI,6.12.1,negative
2,6/5/2025 7:04,Aplikasinya masig lemot bangett,Access by KAI,6.12.1,negative
1,6/5/2025 6:51,hanya beli tiket saja sulitnya minta ampun..suruh jadi member basic dulu tapi daftar cuma muter aja..data sudah lengkap dan benar tetep cuma loading.. sudah 4 hari nyoba gak bisa2,Access by KAI,6.12.1,negative
1,6/5/2025 5:00,mau jd member basic susah. sudah dipenceg lanjutkan tapi gabisa bisa. mau tambah tiket dan pembatalan error terus.,Access by KAI,,negative
5,6/5/2025 3:06,jooss,Access by KAI,6.12.1,positive
1,6/5/2025 2:57,kenapa fitur lupa password tidak bisa di gunakan untuk saat ini?,Access by KAI,,negative
1,6/5/2025 2:54,"payah,proses pembatalan secepat kilat memang,potongan gak masuk akal padahal pembatalan gak sampe 30 menit(oke mungkin emang udah prosedur)..sudah gitu udah lebih dari 7 hari uang gak di balik2in,customer servis di wa juga yang jawab cman bot,alasan antrian2 mulu,gw wa setiap hari dalam antrian mulu,ujung2 di paksa suruh bales Y mau nunggu atau N nggak mau nunggu,puki lah.bukannya mempermudahkan malah mempersulit sih ini ,kek gak niat bener asli.",Access by KAI,6.12.1,negative
1,6/5/2025 2:40,pelayanan resepsionis wanita penerima barcode di stasiun bandung kai lokal sangat tidak ramah dan tidak membantu. pengalaman naik kereta sangat buruk. aneh kenapa dia bisa lulus di rekrut.,Access by KAI,6.12.1,negative
1,6/5/2025 2:26,bagus,Access by KAI,6.12.1,positive
1,6/5/2025 2:08,pelayanan CS sangat buruk... di WA & DM IG beberapa kali tidak direspon...,Access by KAI,6.12.1,negative
5,6/5/2025 1:59,Efisien,Access by KAI,6.12.1,positive
5,6/5/2025 1:44,bagus banget,Access by KAI,6.12.1,positive
5,6/5/2025 1:25,bagus,Access by KAI,6.12.1,positive
5,6/5/2025 1:19,bagus banget,Access by KAI,6.12.1,positive
5,6/5/2025 1:05,sangat baik dan mudah untuk acsess,Access by KAI,6.12.1,positive
1,6/5/2025 0:48,"Kadang apk sering time out pdahal koneksi bagus, dan saran untuk penggantian jadwal tiket untuk 25% terlalu besar menurut saya, mungkin kedepannya bisa diturunkan jadi 10% dari tiket, dan untuk pembatalan tiket untuk pengembalian dana kalau bisa dipercepat lagi menjadi 2-3 hari agar kalo pembatalan mendadak bisa cepat untuk dana pembatalan tersebut. ada lagi, niatnya book buat lihat ketersediaan kursi malah dibatasi 6x book dlm 1 hari, hadeh!!.",Access by KAI,6.12.1,negative
5,6/5/2025 0:45,ok,Access by KAI,6.12.1,positive
1,6/5/2025 0:42,"jelekkkkkkkkkkk, Cs juga ga kerja slwrspn bgtttttt",Access by KAI,6.12.1,negative
5,6/5/2025 0:30,bagus,Access by KAI,6.12.1,positive
5,6/5/2025 0:20,ok mudah digunakan,Access by KAI,6.12.1,positive
1,6/4/2025 22:53,"kalau ada nilai -10 ,gw ksh nilai itu. aplikasi yg error penumpang yg repot. penumpang dikasih harapan palsu, tiket palsu sm aplikasi. Penumpang sdh dpt kode booking, dpt kursi, pas check in ktanya, tiket gk masuk.tiket Time out. Konyol.",Access by KAI,6.12.1,negative
1,6/4/2025 22:23,buruk lemot najis,Access by KAI,6.12.1,negative
5,6/4/2025 21:32,sangat mbantu,Access by KAI,6.12.1,positive
5,6/4/2025 17:06,sangat membantu sekali dalam pemesanan tiket,Access by KAI,6.12.1,positive
5,6/4/2025 15:58,bagus,Access by KAI,6.12.1,positive
1,6/4/2025 15:35,aplikasi lemot sekaliii,Access by KAI,6.12.1,negative
5,6/4/2025 15:13,ok,Access by KAI,6.12.1,positive
1,6/4/2025 14:58,"emang produk indonesia ini sampah, gak bisa login gak bisa booking... gak ada maintain sama sekali... wajar bumn merugi setiap saat",Access by KAI,6.12.1,negative
5,6/4/2025 14:58,Responn baguss bangett,Access by KAI,6.12.1,positive
5,6/4/2025 14:26,oke,Access by KAI,6.12.1,positive
1,6/4/2025 14:21,"jadwal ngga disiplin.. jadwal telat dn G sesuai .. tolong disiplin waktu sampai nya. jgn banyak mogok² mulu. smpe telat kerjaan aja, njirr",Access by KAI,6.12.1,negative
5,6/4/2025 14:04,terbaik,Access by KAI,6.12.1,positive
5,6/4/2025 14:03,"Bagus sih menurut aku,cuma sayangnya ga bisa tarik /ga bisa transfer kalau di KAI pay nya ,coba aja di tambah fitur buat bisa transfer atau tarik tunai uang di KAI pay nya , pasti lengkap dan mantap??",Access by KAI,6.12.1,positive
5,6/4/2025 12:55,memudahkan dan bisa lebih mudah lagi,Access by KAI,,positive
5,6/4/2025 12:48,Mudah dalam pesan tiket dan proses bayarnya,Access by KAI,6.12.1,positive
2,6/4/2025 12:45,kalau ada pembayaran Via Dana saya kasih bintang 4,Access by KAI,6.12.1,negative
1,6/4/2025 12:38,"top up kaspro ga masuk masuk, sekalinya masuk saldo kepotong 2900, padahal katanya ga ada biaya tambahan apapun, saldo jadi ngendap gabisa refund, mending bayar pake qris",Access by KAI,6.12.1,negative
1,6/4/2025 11:55,ini aplikasi nya kok error trus ya pas mw msukin data pribadi tolong dong,Access by KAI,6.12.1,negative
5,6/4/2025 11:49,sangat jauh perbandingannya dgn yg dulu sangat memuaskan dan elegan untuk terus berinovasi Bravo KAI,Access by KAI,6.12.1,positive
5,6/4/2025 10:57,good,Access by KAI,6.12.1,positive
1,6/4/2025 10:34,"Aplikasinya masih perlu banyak perbaikan. 1. Data NIK penumpang tidak terhubung ke server kependudukan, dan masih harus ketik nik manual, jadi akan sering terjadi salah input NIK. 2. Saat pembelian tiket, sering gagal save data penumpang. 3. Saat pilih tempat duduk, juga sering gagal load data tempat duduk. Contoh lah aplikasi market place, digital banking, kalau perlu pakai standard ISO 27001.",Access by KAI,6.12.1,negative
5,6/4/2025 9:26,ok,Access by KAI,6.12.1,positive
2,6/4/2025 8:50,ko sekangan ga bisa daftar akun basic,Access by KAI,6.12.1,negative
1,6/4/2025 8:35,padahal udah beli tiket dan dapet tempat duduk tapi ada orang lain yang tiket dengen tempat duduk yang sama. tolong perbaiki masalah ini. thanks,Access by KAI,,negative
5,6/4/2025 8:30,bagus,Access by KAI,6.12.1,positive
5,6/4/2025 8:09,Good,Access by KAI,6.12.0,positive
5,6/4/2025 8:03,good banget,Access by KAI,6.12.1,positive
1,6/4/2025 7:47,gak bisa pakai dana,Access by KAI,6.12.1,negative
5,6/4/2025 7:37,ok,Access by KAI,6.12.1,positive
5,6/4/2025 7:16,sangat membantu dan ada kemudahan Alhamdulillah. ttp amanah,Access by KAI,6.12.1,positive
5,6/4/2025 6:55,mantap,Access by KAI,6.12.1,positive
5,6/4/2025 6:15,Mantaps,Access by KAI,6.12.1,positive
5,6/4/2025 6:11,Sudah lebih baik & membantu dalam pelayanan,Access by KAI,6.12.1,positive
2,6/4/2025 5:56,"topup kaipaynya prosesnya terlalu lama,15menit,keburu habis waktu utk pembayaran. selain itu utk topup masih kena biaya admin 2.500",Access by KAI,6.12.1,negative
5,6/4/2025 4:44,bagus,Access by KAI,6.12.1,positive
1,6/4/2025 3:46,"sangat buruk skali, sya mau mlakukan pembatalan untk tket ats nma org yg sya blikan tket, tp tdk bsa krna hrus pke norek yg ats nmanya sma, sdangkan dia tdk punya rkening, pke e-walet pun gabisa ujung2nya d sruh hars ke stasiun sdangkan sya ke stasiun jauuh bngt, buat ongkos ke stsiun aja lbih mhal dri uang pembtalan itu sndiri,",Access by KAI,6.12.1,negative
5,6/4/2025 2:34,Aplikasi makin menurun secara kualitas dibanding dulu (kai access). Aplikasi jelek,Access by KAI,6.12.1,negative
5,6/4/2025 2:03,Terbantu walau agak lama prosesnya,Access by KAI,6.12.1,positive
5,6/4/2025 1:47,"luar biasa ., emang terbantukan",Access by KAI,6.12.1,positive
5,6/4/2025 1:09,mempermudah pemesanan tampa harus ke stasiun,Access by KAI,6.12.1,positive
5,6/4/2025 0:05,"praktis, sangat bermanfaat",Access by KAI,6.12.1,positive
1,6/3/2025 22:56,gak bisa pencet lanjutkan pas verifikasi email,Access by KAI,6.12.1,negative
5,6/3/2025 22:21,Sangat ebantu,Access by KAI,6.12.1,positive
1,6/3/2025 22:07,"tadi kan saya pesan tiket buat pulkam,lha saldo awal saya itu 156.000,,terus pas pesen awal kaya error gitu,padahal udah masukin sandi bayar kaipay,,lalu saya batalin,,saya pesen ulang,,tapi kok saldo saya tinggal 8.000,,padahal cuma pesen tiket 1 bengawan",Access by KAI,1.4.4.3,negative
5,6/3/2025 16:48,mudh unruk repoun nya klo bisa 2x 24 jam untuk prosesnya,Access by KAI,6.12.1,positive
5,6/3/2025 16:48,service bagus,Access by KAI,6.12.1,positive
5,6/3/2025 16:14,bagus,Access by KAI,,positive
1,6/3/2025 15:54,saya topup untuk isi saldo kartu commuter Line tapi ga masuk masuk padahal saldo sudah terpotong dan saat top up buat kai pay tiba tiba saldo terpotong,Access by KAI,6.12.1,negative
5,6/3/2025 15:29,Jos,Access by KAI,6.7.0,positive
5,6/3/2025 14:20,"tiket harganya murah, sangat membantu",Access by KAI,6.12.1,positive
3,6/3/2025 14:05,"bagus, memudahkan beli tiket sayangnya versi terbaru sering eror, jadi balik ke versi lama lagi",Access by KAI,6.11.2,neutral
5,6/3/2025 13:53,oke,Access by KAI,6.12.1,positive
5,6/3/2025 13:33,good,Access by KAI,6.12.1,positive
4,6/3/2025 13:31,ok,Access by KAI,6.12.1,positive
1,6/3/2025 13:14,aplikasi yg bkin ribet... eror sering nya .. smntrapengguna setiap hari kesulitan buat akses..parah jelek bngt,Access by KAI,6.12.1,negative
2,6/3/2025 13:06,kurang bagus,Access by KAI,4.3.7,negative
4,6/3/2025 12:55,Alhamdulillah berhasil,Access by KAI,6.12.1,positive
5,6/3/2025 12:41,aplikasi oke,Access by KAI,6.12.1,positive
5,6/3/2025 12:23,sangat memuaskan .terima kasih pt kai,Access by KAI,6.12.1,positive
5,6/3/2025 12:07,aplikasi nya sangat membantu ??,Access by KAI,6.12.1,positive
2,6/3/2025 11:46,"gak bisa pesan tiket pada saatwaktu masih kurang 17 menit, utk di sistem barcode. saran kalo bisa ada sistem kartu. lebih praktis tinggal tempel. yang penting saldonya ada.",Access by KAI,,negative
5,6/3/2025 11:42,good,Access by KAI,6.12.1,positive
1,6/3/2025 11:18,"mau daftar akun basic, pas msukin kode otp terbaru dari email terdaftar dan klik lanjutkan malah ga bisa, udah 3 dan tetep sama",Access by KAI,6.12.1,negative
1,6/3/2025 10:27,gua to up lewat m banking malah kesedot di atm doang di apk kagak ngisi,Access by KAI,6.12.1,negative
5,6/3/2025 10:17,aplikasi responsif,Access by KAI,6.12.1,positive
5,6/3/2025 9:57,"tolong KAI pemesanan jangan banyak² ditempat ku banyak calo, setiap hari gerbong ka pagi selalu habis.",Access by KAI,6.12.1,negative
5,6/3/2025 9:05,Oke,Access by KAI,6.12.1,positive
5,6/3/2025 8:21,"Sangat membantu sih dalam pembelian tiket,, tapi dikasih taulah KURSI yang mau dinaikin ituh seperti apa.!!",Access by KAI,,positive
2,6/3/2025 8:13,terlalu banyak bug yang menyusahkan konsumen,Access by KAI,6.12.1,negative
5,6/3/2025 8:09,memb@ntu sekali,Access by KAI,6.12.1,positive
5,6/3/2025 8:04,praktis,Access by KAI,6.12.1,positive
5,6/3/2025 7:44,pesan tiket lebih mudah,Access by KAI,6.12.1,positive
5,6/3/2025 6:50,oke langsung pesen tiket mudah dan cepat,Access by KAI,6.12.0,positive
5,6/3/2025 5:49,good,Access by KAI,6.12.1,positive
5,6/3/2025 5:19,ok,Access by KAI,6.12.1,positive
5,6/3/2025 5:15,bagus untuk pesan tiket kai,Access by KAI,,positive
3,6/3/2025 4:44,"suka ke logout sendiri, terus datanya suka ga kesimpen, kepental pental, harus ngisi bolak balik",Access by KAI,6.12.1,neutral
3,6/3/2025 4:33,kenapa sekarang 1 akun kai sekarang maksimal beli tiket 4 orang dulu boleh tu sampai 8 orang,Access by KAI,6.12.1,neutral
4,6/3/2025 3:15,bagus sayang tidak bisa beli mendadak kereta selaluu penuh,Access by KAI,6.12.1,positive
1,6/3/2025 3:03,"assalamualaikum mhn maaf kai Access kenapa ya saya ga bsa masuk, bikin akun baru aja susahnya minta ampun, gagal terus",Access by KAI,6.12.1,negative
5,6/3/2025 2:47,baik,Access by KAI,6.12.1,positive
1,6/3/2025 2:45,Mau verifikasi identitas di profile pas OTP ke email aplikasi error kembali ke halaman awal terus,Access by KAI,6.12.1,negative
5,6/3/2025 2:31,mudah luar biasa,Access by KAI,6.12.1,positive
2,6/3/2025 2:28,malah susah untuk meng uprage ni apk,Access by KAI,6.12.1,negative
5,6/3/2025 1:10,keren,Access by KAI,,positive
4,6/3/2025 0:10,interaksi pengguna yang baik dengan layanan feedback server yang responsif,Access by KAI,6.12.1,positive
5,6/2/2025 22:22,selama pake kaiacces saya meràsa terbantu dan memudahkan pesan tiket dimanapun,Access by KAI,6.12.1,positive
1,6/2/2025 21:15,tidak bisa daftar tolong dong,Access by KAI,6.12.1,negative
5,6/2/2025 17:18,keren bet,Access by KAI,6.12.1,positive
2,6/2/2025 17:10,"semakin canggih semakin ribet sih menurut saya BKN semakin mudah peraturan kai sekarang,, saran saya kembalikan aja sudah aturan yang lama,, yang sempat beli di stasiun untuk seminggu Lagi di izinkan beli di stasiun yang gak sempat beli di stasiun boleh dari aplikasi",Access by KAI,6.12.1,negative
1,6/2/2025 15:33,"mau daftar member acces gak bisa, padahal udah diisi dengan benarr. tolong diperbaiki lagi",Access by KAI,,negative
5,6/2/2025 15:22,cepat dan mudah,Access by KAI,6.12.1,positive
4,6/2/2025 15:02,"tingkatkan pelayanan 121....jgn terlalu lama diresponnya, bilang sok sibuklah",Access by KAI,6.12.1,positive
4,6/2/2025 14:59,terbaik,Access by KAI,6.12.1,positive
1,6/2/2025 14:52,"baru kali ini pelayanan kai buruk sekali. sudah melakukan pembatalan tiket root banyuwangi kota ke kalisat (jbr) dengan kai probowangi, tidak ada kejelasan refund dana, setelah dikomplain dan kasih bukti pembatalan dengan banyak alasan tetap tidak mau ngembalikan dana refund, percuma juga ada bayar asuransi tapi tidak bisa menyelesaikan permasalahan penumpang.",Access by KAI,6.12.0,negative
5,6/2/2025 14:43,top Terbaiq,Access by KAI,6.12.1,positive
1,6/2/2025 14:15,"Bintang 1 kalau bisa nda saya kasih bintang , pelayanan sangat buruk sekali, uang 1juta lebih tidak bisa refund dikarenakan kelola pesanan fiturnya tidak bisa di klik padahal padahal sinyal koneksi internet aman dan pengajuan diwaktu jam jadwal kereta berangkat..",Access by KAI,6.12.1,negative
5,6/2/2025 13:06,????,Access by KAI,6.12.1,positive
1,6/2/2025 12:48,khususkan kursi untuk bapak ibuk anak kecil yang bersandingan,Access by KAI,6.12.1,negative
1,6/2/2025 12:36,"aplikasi gak jelas, mau lengkapin data diri aja susah nya minta ampun bermasalah di kode otp berulang-ulang",Access by KAI,6.12.1,negative
1,6/2/2025 12:32,"aplikasi edan. lagi butuh mau pesen tiket malah gak bisa padahal udah berkali-kali make dan biasanya bisa. udah login pake email, pake nomor telepon. eh suruh isi data lagi upgrade basic. udah isi data. tetep aja gak bisa. maunya apa sih.",Access by KAI,,negative
5,6/2/2025 12:23,ok,Access by KAI,6.12.1,positive
4,6/2/2025 11:31,"tolong untuk antar kota tambahin informasi penurunannya dimana saja, tidak semua orang tau dimana kereta berhenti.",Access by KAI,6.12.1,positive
5,6/2/2025 10:02,sangat membantu sekali,Access by KAI,6.10.1,positive
4,6/2/2025 9:31,layanan semakin bagus,Access by KAI,6.10.1,positive
5,6/2/2025 8:55,keren,Access by KAI,6.12.1,positive
5,6/2/2025 8:31,sangat membantu,Access by KAI,6.12.1,positive
3,6/2/2025 8:20,"kenapa yaa sekarang setiap buka aplikasi KAI pakai wifi tiba² akun ke logout sendiri?? padahal dulu² gak gini lohh, kan panik jadinya kalau sudah pesan tiket tiba² akun ke logout",Access by KAI,6.12.1,neutral
1,6/2/2025 7:58,APLIKASI JELEK.. JANGAN DOWNLOAD DI JAMIN MENGECEWAKAN.,Access by KAI,,negative
4,6/2/2025 7:57,"Semoga aplikasi ini menjadi kemudahan dalam perjalanan dengan KAI, aamiin.",Access by KAI,6.12.1,positive
5,6/2/2025 6:46,"saran sih ini tambahkan informasi tentang rute kereta. supaya untuk option Jika ingin menggunakan kereta tercepat dan ternyaman, karena ga semua orang tau rutenya sebagai contoh ingin ke kota A yang dimana pilihan kereta tidak ada eksekutif sedangkan kebutuhan orang trsbt ingin naik kereta lebih cepat jadi penambahan tentang info rute sangat penting menurut saya",Access by KAI,6.12.1,neutral
3,6/2/2025 5:47,lama banget update saldonya... sekelas bumn ga punya tim It Yang ahli dalam pengelolaan aplikasi?,Access by KAI,6.12.1,neutral
5,6/2/2025 5:09,pelayanan semuanya bagus,Access by KAI,6.12.1,positive
5,6/2/2025 4:29,ramah pelayanan,Access by KAI,6.12.1,positive
4,6/2/2025 4:25,koq agak lemot ya,Access by KAI,6.12.1,positive
5,6/2/2025 3:53,Amazing,Access by KAI,6.12.1,positive
5,6/2/2025 3:41,enak dan membantu dalam transportasi,Access by KAI,6.12.1,positive
4,6/2/2025 3:32,kelola pembatalan tiket kok gak ada lagi fiturnya min?,Access by KAI,,neutral
5,6/2/2025 3:30,cakep,Access by KAI,6.12.1,positive
2,6/2/2025 3:06,kaspro sulit masuk,Access by KAI,6.12.1,negative
1,6/2/2025 2:19,tiket kuala stabas(kotabumi-bandar Lampung/bandar Lampung-kotabumi) ada calo nya. beli tiket untuk Minggu depan jam 00.00wib aja gk bisa. giliran udh lewat 15-30 menit dri jam 00.00wib kursi penumpang sudah habis. gila!,Access by KAI,,negative
2,6/2/2025 1:51,"Tidak ada tiket dari Tanjung Karang ke Kertapati atau sebaliknya, hingga 1 bulan kedepan. Jelas ini sih ada unsur percaloan di dalamnya, mohon ditindaklanjuti.",Access by KAI,6.12.1,negative
5,6/2/2025 1:33,proses mudah,Access by KAI,6.12.1,positive
5,6/2/2025 1:30,top bgt,Access by KAI,6.12.1,positive
5,6/2/2025 0:35,sangat baik proses pembelian dan pembatalan sangat mudah di pahami,Access by KAI,6.12.1,positive
5,6/1/2025 23:41,bagus,Access by KAI,,positive
1,6/1/2025 23:34,"saya sering sekali menggunakan KAI acces karena kuliah di luar kota. tp Bru""ini ada fitur yg menurut saya mempersulit merugikan dan menjebak pelanggan. yakni apabila saya memesankan teman saya tiket menggunakan aplikasi akun saya. saya tidak bisa membatalkan nya harus transfer tiket dlu ke akun teman saya. dan lagi untuk no rekening bank pengembalian tidak bisa kembali ke bank saya harus bank atas nama teman saya. pdhl kan itu pesan nya bayar pkek bank akun saya knpa dipersulit merugikan sekali",Access by KAI,,negative
5,6/1/2025 23:32,terus ditingkatkan pelayanannya supaya KAI Indonesia lebih bermasyarakat KAI top habis ??????,Access by KAI,6.12.1,positive
5,6/1/2025 23:21,Siip,Access by KAI,6.12.1,positive
1,6/1/2025 18:19,apk ruwet saya sdh daftar tapi mau pesen tiket malah disuruh daftar member basic giliran dah ngisi katanya akun sdh terdaftar ya apa seh yang betul kah ruwet re,Access by KAI,,negative
4,6/1/2025 16:36,baik,Access by KAI,6.12.1,positive
5,6/1/2025 15:43,ok,Access by KAI,6.12.1,positive
1,6/1/2025 14:43,Versi terbarunya jelek banget disuruh upgrade ke member basic tapi selalu error setiap masukin kode otp malah lebih bagus yang versi lama tidak ribet,Access by KAI,6.12.1,negative
4,6/1/2025 14:08,best lah,Access by KAI,6.12.1,positive
5,6/1/2025 13:57,Goood,Access by KAI,6.12.1,positive
5,6/1/2025 13:53,exciting,Access by KAI,6.12.1,positive
5,6/1/2025 13:52,cepat,Access by KAI,6.12.1,positive
1,6/1/2025 13:39,"harus update menjadi member basic,pas mau update ngga bisa terus updatenya,padahal udah melengkapi data,payah",Access by KAI,,negative
1,6/1/2025 13:36,"mau beli tiket tapi harus ribet dulu daftar ini itu udah gitu error pas verifikasi, buang2 waktu!!",Access by KAI,,negative
5,6/1/2025 13:32,LBH cepat.efisian.nyaman,Access by KAI,6.12.1,positive
1,6/1/2025 10:26,biaya penjadwalan ulang 25% terlalu mahal.,Access by KAI,6.12.1,negative
