cleaned_content,sentiment
"aplikasi yang sangat membantu, jadi memudahkan kita semua untuk mengetahui rute, dulu , keren banget sih aplikasi ini wajah kucing gembira bermata hati",1
"sudah beli tiket tapi tidak bisa di gunakan di halte transparan, barcode hanya bisa di gunakan di halte yang besar, hangus deh 1 tiket",0
bagus job,1
"aplikasi transjakarta sangat membantu pengguna dalam merencanakan perjalanan dengan transportasi umum di jakarta. dengan tampilan yang sederhana dan mudah digunakan, aplikasi ini menyediakan informasi rute lengkap, jadwal bus, serta navigasi yang memudahkan pengguna mencapai tujuan. fitur estimasi kedatangan bus dan integrasi dengan moda transportasi lain juga sangat bermanfaat, membuat perjalanan lebih efisien dan nyaman. pembaruan berkala yang terus dilakukan menunjukkan komitmen transjakarta",1
pembatalan lancar,1
"aplikasi aneh, waktu pembayaran selalu error. tidak jelas.",0
"bikin jadwal tidak ada yang tepat, dan keretanya juga datang selisih nya jauh , tolong itu jadwalnya di betulkan dan di sesuaikan dengan keretanya :(",0
nice,1
pembayaran pakai kaipay dipemberitahuan gagal tapi saldo kepotong dan di cek diriwayatpun tidak ada .,0
kai please ini bisa tidak sih aplikasi nya di perbaiki lagi mau rencana ke kota jadi batal gara gara kai tidak bisa di akses padahal sudah pakai 3 hp tetap tidak bisa kecewa banget sama kai,0
aplikasi ini bagaimana sih harusnya mempermudah ini malah mempersulit. dulu tahun 2023 tidak kayak begini loh ini mempersulit banget.kalau misal yang beli orang tua atau anak kecil masa harus pakai nomor rekening dan pembatalan harus nama penumpang.kan tidak bisa ya aneh banget deh aplikasi ini,0
luarbiasa sangat menolong,1
bagus,1
"aplikasi rusak,",0
loading lama banget kentang,0
saya tidak menyoroti ap nya tapi pelayanan keterlambatan seharusnya kalau kereta terlambat lebih dari 1 jam ada sanksi untuk kai. 1. pengembalian tiket 125% bila kereta terlambat si.di 2 jam 2. pengembalian 200% bila lebih dari 2 jam 3. diberikan kompensasi berupa snake atau makan berat hal ini seimbang perlakuannya bila penumpang juga refund dan ketinggalan kereta.,0
mantap,1
aplikasi sangat buruk,0
"saldo gua kepotong tapi qris tidak bisa dipakai komplain cuma dapat jawaban sampah. refund 7hari tapi deh lewat 7hari, tidak di refund"". aplikasi sampah. kalau gasiap jadi kota modern tidak usah sosoan bikin ap kayak begini",0
sangat membantu wajah agak tersenyum,1
"sangat membantu banget dalam transportasi umum,",1
"ok banget aplikasi ini, cepat layanannya",1
sangat pembantu dan pempermudah perjalanan,1
"apa sih ini, bikin password saja sudah ada saja bug nya, klik buat akun saja malah stuck disitu saja",0
bagus,1
ok,1
semoga menjadi lebih baik selalu,1
ruwet,0
"suka banget pakai aplikasi transjakarta ini, semua informasi nya lengkap tidak perlu bingung"" lagi kalau mau bepergian",1
bagus,1
"aplikasi sudah bagus, terintegrasi. semoga keretanya nyaman.",1
sangat membantu berkilau,1
aplikasi tranportasi terbaik jempol ke atas warna kulit cerah jempol ke atas warna kulit cerah jabat tangan warna kulit cerah jabat tangan warna kulit cerah,1
sangat mudah bagus,1
top up 2x dari tidak ada yang masuk ini tidak niat buat aplikasi apa bagaimana hey,0
"aplikasinya sangat buruk, email yang sudah tersambung tidak dapat dipakai untuk login padahal sudah terdaftar sebelumnya. cs nya pun sangat lambat. sebelumnya belum pernah seperti ini tolong perbaiki",0
bagus semua jempol ke atas,1
aplikasi tidak guna,0
suka susah,1
"aplikasi nya berguna banget buat yang baru datang ke jakarta kayak aku, terima kasih banget ya sudah bikin ini aplikasi",1
jos,1
keren,1
keren,1
"prosesnya kadang error, adek saya sampai repot mengurus nya",0
"banyak bug,sama meminta tolong buat loading top up di percepat",0
"setiap hari meminta update, tidak jelas. mending kalau ada perbaikan yang akurat. lah sama saja",0
"tolong perbaiki lagi aplikasi nya, sudah pesan tiket, saldo kai pay sudah terpotong, pas cek tiket pesanan tidak muncul, sampai harus nelponin cs, menunggu lama. harapan saya kedepanya kai accses bisa lancar lagi & membantu masyarakat yang membutuhkan transportasi kereta api, & untuk cs, saya ucapkan terimakasih karena sudah banyak membantu.",0
jempol ke atas jempol ke atas jempol ke atas,1
tidak ada angin tidak ada hujan tiba-tiba saat konfirmasi pin malah muncul pesan *nomor anda di block sementara selama 15 menit*,0
tidak bisa buat akun baru anjir alasannya gmail anda not ready wajah cemberut wajah cemberut,0
ok,1
mantap sangat membantu,1
"aplikasi transjakarta mantap banget! sekarang semua info halte, rute, dan jadwal bus bisa dilihat langsung dari hp. tidak ribet dan responsif banget, loading-nya juga cepat. pokoknya bantu banget buat yang tiap hari berangkat kerja pakai tj. terima kasih sudah terus improve pelayanannya!",1
harus update dong posisi busway nya jadi tidak buang buang waktu menunggu,0
"nyaman, tanpa macet",1
transjakarta bisa,1
kode tiket qr sering tidak bisa terbaca saat ingin tap-ini dan tape-out pada gate!,0
"sudah beli tiket, tiket tidak muncul tapi uang sudah terpotong!. tolong perbaiki. sudah 2 kali begini.",0
kenapa tidak bisa bayar pakai gopay dan ovo lagi. bukannya dipermudah malah jadi sulit pembayaran tiket nya. ya sudah uninstall saja karena jadi tidak kepake lagi aplikasinya,0
ribet,0
bagus,1
kenapa aplikasi pemerintah ribet terlalu banyak regulasi tidak seperti suwasta simpel dan praktis,0
bagus untuk pesan tiket kai,1
"puas sejak pakai kai akses.saran saja, mungkin bisa dimasukkan ke dalam aplikasi karena pengalaman kalau pas bawa barang banyak dan berhenti distasiun tujuan cuma sebentar,rata-rata porter tidak bisa masuk dalam kereta.setelah berjuang membawa barang-barang keluar kereta baru porter datang.padahal justru butuhnya pas angkat2 barang diatas.posisi bawa bayi pula.mungkin kedepannya layanan porter dimasukkan ke aplikasi,jadi yang butuh porter tinggal pesan terus porternya langsung datang masuk ke gerbong tujuan",1
baik,1
top,1
sangat membantu,1
"ini ap parah banget, sudah topup 2 kali tapi saldo tidak masuk.",0
aplikasinya membantu banget! jadwal bus dan detail rutenya cukup akurat dan real-time tracking-nya memudahkan saya untuk merencanakan perjalanan. tampilan aplikasi juga simple dan gampang digunakan. cocok banget buat pengguna setia trans jakarta,1
pemesanan yang cepat dan mudah.tak kai,1
pakai aplikasi transjakarta memudahkan aku buat jalan jalan dan pergi pergi kelililing ibukota.pelayanannya keren banget.nyaman diperjalanan jadi tidak binggung lagi kalau mau kemana mana.senang banget pakai aplikasi ini.tidak menyesal deh,1
bagus,1
"aplikasi buruk , data kencang giliran buat mencari tiket susah , tapi meminta update terus , mending beli tiket kayak jaman dulu langsung di stasiun",0
lama lama .aplikasi kai ribet menunggu sampai sejam tiket tidak keluar sekali keluar time out .pernah pesan saldo deh masuk tapi tiket tidak muncul . lama lama gedek juga .online malah tidak membantu banget. .enakan dulu pas ofline,0
mamtapks,1
proses mudah dan cepat,1
"bagus, sesuai ketepatan posisi & waktu busnya.",1
sangat puas,1
bagus,1
"tolong benarkan lagi ini aplikasinya, masa mau pesan tapi malah tertera ""jadwal tidak di temukan"" ini bagaimana ya ?",0
"sistem nya tidak jelas, sudah dibela membela war dari jam 00.00,sudah berkali kali tinggal bayar tapi tidak bisa",0
menunggu nya lama,0
bagus,1
"traking armada tidak muncul, tidak akurat, mending di gabung sama google maps",0
oke,1
maaannttuuul,1
"aplikasi gatel, pesan tinggal pembayaran muter2 terus, akhirnya tidak dapat tiket. cok.",0
support itu yang sangat bermanfaat,1
pesan tiket lebih mudah,1
bagus pisan,1
server belum siap !,0
lumayan membantu untuk melihat pergerakan bus,1
"tertib, aman & nyaman .prokes bagus.",1
sangat bagus,1
ok,1
fitur baru masyaallah,1
bagus karena mudah digunakan,1
sangat membantu,1
mantap,1
sangat membantu tapi mohon metode pembayaran diperluas,1
"aplikasi mudah & simple, terima kasih pak anies 66",1
baru tahu,1
"aplikasinya jelek, tidak sinkron. malah lebih sesuai dan mudah pakai google. beberapa kali naik jaklingko supirnya ugal2an dan kasar. jangan mentang2 gratis bawa mobil seenak jidatnya. malah sekarang naik angkot berbayar lebih santai. kok jadi kebalik ya, harusnya lebih baik malah lebih parah dari angkot setoran. tolong dibina lah supir2nya supaya lebih beradab. kalau tidak bisa ya bubarin saja jaklingko.",0
nyaman,1
mantab,1
cepat tepat,1
aman nyaman,1
sementara bintang 4 karena bukan pekerja outdoor yang hobi mrt dan jauh dari klender,1
menyenangkan sekali.,1
bisa,1
oke,1
mantap,1
"di aplikasi aku kok tidak bisa dpat kursi ya padahal tiket masih banyak,bagaimana nih min,dulu tidak kaya begini deh,repot kalau aku bwa bayi pssi tidak dpat kursi walaupun ada kursi prioritas,tidak semua mengasih tempat dduk ya",0
"aplikasi nya bagus mempermudah untuk kita bepergian atau pun traveling naik bis,ui nya pun nyaman enak di lihat",1
cepat dan mudah,1
mantap,1
sukses selalu,1
"keputusan untuk menghapus pengembalian dana dari pembatalan tiket lewat e-money benar benar efektif membuat pengguna pusing. apalagi yang tidak punya rekening bank itu dikarenakan rekening bank harus sama dengan pemilik tiket yang dibatalkan. benar benar mencuri hak dari pengguna. sebagai bumn yang mengayomi rakyat, hak rakyat harus di prioritaskan!",0
sangat membantu,1
tambah lengkap sukses,1
bagus,1
baik,1
luar biasa mantap,1
"aplikasi tidak jelas, saldo sudah kepotong, malah error, niat tidak sih .hadeh",0
tj keren,1
"tolong dong kai, kalau ada bintang mines ku kasih mines. tolong tolong dibuat ringan saja, itu aplikasi di akses orang banyak lemotnya masya allah. tolonglah, diperbaiki lagi sumpah beli tiket kereta saja rasanya mau menangis wajah menangis keras kenapa lemot banget.",0
aplikasi bagus,1
kok bisa dalet ratenya 4.8 ? ini aplikasi parah asli,0
baik,1
aplikasi sering errror. setiap lihat jadwal selalu muncul *jadwal tidak ditemukan* tolonglah diperbaiki,0
mantap,1
"jujur kesel banget, kenapa sering error sih wajah menangis keras wajah menangis keras bahkan mau daftar saja otp nya tidak kekirim wajah merenung",0
keren,1
update terus ini aplikasi. perasaan belum lama sudah di update,0
aplikasi buruk gampang error,0
"apknya sangat lifesaver buat yang ingin main ke jakarta,jadwal bus dan rutenya jelas dan fitur tracking real time yang akurat.",1
jempol ke atas,1
"setiap mau di pakai upfate mulu, apaan sih. buang² waktu orang saja, sering ketingalan mobil pula, dah mah qris nya kadang bisa atau tidak",0
bagus,1
"makin kacau, makin di update makin lemot, tidak bisa melakukan pembelian. update lagi malah tidak bisa masuk akunya. klik lupa pas tidak bisa bisa. aplikasi yang menyulitkan",0
"aplikasi sampah server sampah! beli tiket lokal saja susah banget timeout terus, kecewa berat sudah pesan tiket antar kota malah batal perkara gadapet kereta lokal buat ke stasiun tujuan!",0
bagus gan jempol ke atas wajah tersenyum,1
"cacat mau upgrade akun, sudah memasuki kode otp, tapi loadingnya lama banget. server perlu diperbaiki kinerjanya tidak banget",0
fello untuk apa sih? tidak ada penjelasannya. apa manfaatnya aplikasi ini kalau ujung-ujungnya tetap pakai kartu? benar-benar ribet.,0
membantu,1
useful,1
metode pembayarannya error terus capek gue!,0
menyenangkan,1
memang enak naik kereta nyantai aman pokoknya siiip,1
"tidak jelas, sudah beli tiket, tiba tiba hilang",0
error terus,0
jempol ke atas jempol ke atas jempol ke atas,1
"sistem lu lemot terus. update berulang kali, tidak akurat",0
kai sekarang lebih nyaman dibanding dulu,1
"banyak bug, tidak bisa login, lokasi tidak presisi",0
mantab,1
proses cepat dan mudah digunakan sangat membantu dalam proses pemesanan tiket,1
giliran pesan tiket time out mulu pas event tertentu. ayolah perbaiki!,0
"aplikasi ini sangat bermanfaat, saya sangat terbantu untuk mencari rute tujuan saya, info yang real-time dan akurat. terbaiklah",1
mau top up tapi metode pembayar tidak memudahkan. maaf saya undowload,0
mantap sudah bisa.,1
sangat membantu,1
ok oke jempol ke atas jempol ke atas jempol ke atas,1
aplikasi transjakarta ini bisa mempercepat perjalanan saya bisa membantu mencari kan transportasi transjakarta terdekat,1
"pakai aplikasi transjakarta jadi jauh lebih praktis! sekarang tidak perlu bingung lagi lihat rute atau jadwal bus, semuanya ada di sini. tampilan aplikasinya juga simple dan mudah dipahami wajah dengan mata berbentuk bintang wajah dengan mata berbentuk bintang",1
mantab sekali aplikasi kai akses by kai mantab,1
sangat memuaskan,1
buruk pemesanan tiket tempat nya suka berubah!,0
lebih simple,1
terimakasih telah melayani dengan baik dan tulus mrt,1
sulit banget buat payment,0
"aplikasi yang akurat untuk melacak bus dimana, aplikasi yang aman bagi saya yang selalu menaiki bus kmna pun perjalanan, fitur pelacakan bus yang selalu akurat, sangat bermanfaat banget,",1
"ih ribet, mau lihat otp dari notif saja malah ke restart, tidak jelas banget sih.",0
"balikin sistem pembayaran yang dulu, yang bisa pakai gopai, shopeepay, bank baca dulu agak ribet kalau harus pakai blu, astra dan apalah itu. jangan merepotkan konsumen yang sudah lama pakai aplikasi mrt",0
oke jos,1
sangat membantu untuk pembelian tiket kereta jempol ke atas,1
keren,1
bepergian lebih nyaman dengan kai,1
aplikasinya sangat membantu! jadwal bus cukup akurat dan fitur pelacakan real-time memudahkan banget buat tahu posisi bus. desainnya juga simpel dan user-friendly,1
keren mantab,1
alhamdulillah,1
mantap,1
"susah pembayaran lewat mbangking baca indak bisa,",0
bagus banget,1
ok,1
mantap,1
bagus,1
"aneh katanya wajah dan nik tidak sesuai, kan tidak pernah operasi plastik juga.",0
mau bayar sulit,0
sangat membantu dalam melakukan pembayaran transportasi,1
membantu saat dalam perjalanan menggunakan transjakarta. terus kembangkan aplikasinya supaya semakin bagus,1
"aplikasi sangat membantu, navigasi sangat mudah. mudah dipahami dan dimengerti , penjelasan rutenya lengkap. jadi orang yang tidak paham rute jadi paham.",1
"pesan air minum dari jam 6 pagi sampai jam 8 tidak datang"" padahal sudah terbayar lewat qris, di aplikasi malah tidak kebaca aplikasinya sering error tidak jelas",0
mudah dan cepat,1
tolong saldo gue hangus tiket tidak muncul apa nih woy,0
"pas mau pesan tiket jadwal tidak ditemukan, padahal dulu saya mau pesan ada jadwalnya sekarang malah tidak ada mulu sudah coba connecting train tetap stuck di logo, ini bagaimana dong pt kai",0
bagus job kai. terus tingkat kan kualitas pelayanan,1
aplikasi tidak bisa buat pesan tiket dari akhir bulan maret sampai sekarang kenapa ya? sudah update bolak balek tapi tetap tidak bisa buat pesan tiket kereta nya,0
bagus,1
sudah lumayan oke,1
"evaluasi lagi untuk proses pengembalian dananya, kembalikan sistem pembatalan tiket dan pengembalian dana seperti dulu sehari beres, tidak semua orang duitnya banyak, ada kalanya uang beli tiket cuma seadanya dan ingin beli lagi suatu saat atau alternatif lain. miga jadi bahanevaluasi kedepanya.",0
"apaan aplikasi nya tidak bisa verifikasi otp sudah coba reinstal aplikasi sama saja. terus meminta tolong chat ke cs lewat wa spam banget bot nya. apakah yang menangangi cs cuman sedikit orang? cs toko oren saja cepat tidak harus menunggu berjam jam kalau chat cs secara live. dari dulu kayak begitu deh spam dan lama responnya. suruh coba mention atau dm lewat sosmed, lama juga responnya. hufft, kalau begini bukannya mempermudah malah mempersulit.",0
luar biasa menunjukkan halte tujuan dan perpindahan halte hingga tidak bingung. terima kasih,1
sangat puas,1
pelayanan sangat baik dan memuaskan,1
manteps,1
layanan yang bagus,1
sangat memuaskan dan mempermudah saya untuk naik angkutan transjakarta,1
beli tiket kai secara online lebih mudah dan praktis.cepat lagi,1
mantap,1
bagus,1
"ada apa dengan kai akses? tiap kali mau pesan tiket selalu error jadwal tidak ditemukan,bahkan tiap kali mau bayar selalu saja error.tolong dong diperbaiki.sudah membela-bela tengah malam tidak tidur menunggu buat beli tiket malah sih ap nya error berkali"" dibiarkan begitu saja. wajah bosan",0
sangat baik,1
akhirnya indonesia memiliki transportasi massal yang berkelas,1
"tidak bisa upgrade ke member basic, padahal sudah isi persyaratan dengan benar. tidak tau aplikasi nge bug apa bagaimana tolong segera diperbaiki.saya mau ubah jadwal jadi harus ke stasiun wajah tersenyum dengan air mata",0
